REFERENCE	 DEGRADED	 PESQMOS	 MOSLQO	 SAMPLE_FREQ	 MODE
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.112	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.709	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.188	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.522	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.301	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.694	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.359	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.594	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.348	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.594	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.348	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.594	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.348	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~80b4eb734d.wav	 C:\Users\Diego\Documents\binaural_noise_reduction_algorithms\Simulacoes_fabio\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Diego\Desktop\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Diego\Desktop\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Diego\Desktop\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Diego\Desktop\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Diego\Desktop\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Diego\Desktop\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.594	 16000	wb
C:\Users\Diego\Desktop\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Diego\Desktop\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.348	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.123	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.154	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 1.904	 16000	wb
C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~80b4eb734d.wav	 C:\Users\Homr\Desktop\TG\Simulacoes\Simulacoes\Progs\~be4dfad7fba.wav	 -1.000	 2.236	 16000	wb
